zbedrock,n_baseflow,precip_repartition_nonglc_all_rain_t,bsw_sf,d_max,interception_fraction,leafcn,cv,upplim_destruct_metamorph,medlynslope,FMAX,om_frac_sf,accum_factor,watsat_sf,n_melt_coef,maximum_leaf_wetted_fraction,slopebeta,fff,precip_repartition_glc_all_snow_t,jmaxb0,kmax,precip_repartition_nonglc_all_snow_t,hksat_sf,e_ice,baseflow_scalar,zsno,sucsat_sf,liq_canopy_storage_scalar,precip_repartition_glc_all_rain_t
,0.0005292173957299309,,,0.016444255043219454,0.00492247111965229,,,0.04877033550408368,0.07700779363970199,0.016785692536203847,,0.0857122486644328,0.3662115428151177,,0.028162654415357712,0.0030972459341226228,0.03338250993227177,,0.008146606460103064,0.01495582406710353,,0.006160481851376495,0.0026537203174423194,,0.0008184593464227084,0.06332773473313445,,
,0.0005917415185045578,,,0.0006221066434567999,0.007974751610076183,,,0.018319747931341092,0.0213758140090153,0.01265126953682023,,0.01695561935406056,0.3127272448806157,,0.0005682636873991716,0.00190214090582534,0.029158184508398292,,0.00770794246755176,0.0021685912048161394,,0.02420227545178299,0.052884390629090755,,0.003367506752104947,0.1253047317501431,,
,0.013521581657563056,,,0.003953886604367818,0.0011426016627876247,,,0.0160599121747523,0.024040037900085725,0.011775720796316374,,0.0015903748912470422,0.35186468181052394,,0.03801220612302932,0.019868611954749992,0.03463980164267522,,0.006921698181128983,0.0012029764120332872,,0.024164802699439183,0.030004269718254754,,0.003253549285380694,0.05976805208164477,,
,0.0016166119617379874,,,0.0005348160617754545,0.0015178942708226329,,,0.029097636681631154,0.0014791617843342157,0.0035119214427607967,,0.0020035176180739846,0.26085709650651695,,0.0005276044848673149,0.00658391629754971,0.02593362863592344,,0.01562775635425139,0.0037621794922850886,,0.010725774328865498,0.06846608968239178,,0.0026784702790109234,0.24475175732789364,,
,0.0035255282400587663,,,0.016674116943964555,0.0005847824522645525,,,0.10569741285706138,0.028915245058441164,0.007245320170574355,,0.0037220076330673783,0.2610716099014344,,0.004145104012116417,0.04120719403635077,0.0699283950108188,,0.0050610466726620845,0.01762812609944806,,0.0506983004004152,0.04085151167729439,,0.004944076956274315,0.19028918815914667,,
,0.005199971508006212,,,0.002355195821066527,0.0011828780144982757,,,0.0274176010108355,0.01123149107600256,0.036732761610639514,,0.03607338245838738,0.5439010318393155,,0.011460824180856345,0.0005676980653414057,0.08572430842886106,,0.0058584733465763365,0.002903452594871095,,0.023341003500285656,0.02609059615971108,,0.0010166528272345856,0.018744602472633976,,
,0.0006658830859664613,,,0.0022510415398506217,0.025180785571008755,,,0.000563189330893768,0.001406870840142896,0.07587386343060608,,0.046699870179943585,0.3923578876430283,,0.0039444038690328725,0.0022185471942293687,0.028638630541774453,,0.0013859852605661476,0.0006934448978794314,,0.06426439729585767,0.20826875139876738,,0.0022044902488096815,0.05625267046921103,,
,0.0009456899040393772,,,0.014130309879890689,0.0013470922865608892,,,0.005981795903154029,0.01107079051910025,0.0009808776591264069,,0.031372446192028454,0.374670575025173,,0.008043384133263347,0.0006148360933998981,0.08933699840097728,,0.0036671331225394104,0.0011736982138765106,,0.13641727281738722,0.058055265800281405,,0.002614993891613351,0.1517800115024772,,
,0.0005504663247396982,,,0.002395072781988402,0.000558069701667551,,,0.013813812960983291,0.0005507836402549071,0.009736025134531654,,0.02907836466059829,0.30377716201315375,,0.0005392942912662935,0.0013417447970054132,0.05762946696477993,,0.000750400813709643,0.0006878377628174608,,0.024699925350134478,0.12638405199137343,,0.002331889739437085,0.18090649049812024,,
,0.000668216080217837,,,,0.0009482479288482133,,,0.004435787131745181,0.030854152273020883,0.007547598207730672,,,0.2966809469514943,,,0.0006535619775995224,0.05430081331822828,,,0.0005024895626699886,,0.0005984484393950138,0.07748969412042722,0.0005928212129738378,0.007337534282565553,0.04040113420783568,0.002578521483286618,
,0.008640768664938313,,,0.008682764140243151,0.04535041271301252,,,0.014364749997491752,0.037055718366695696,0.09283221537437225,,0.040805366031709166,0.1904934718346657,,0.0013068513295262888,0.03382167982882747,0.07971641047053407,,0.007703258211279359,0.017471613657671557,,0.03331607132649303,0.10897171125014775,,0.0027021056139873334,0.29728237835062493,,
,0.000653665028985561,,,,0.014528994029409445,,,0.000617551040961466,0.06768849150377046,0.0004999534045523004,,,0.570515800335244,,,0.005659379606811866,0.030844348603938778,,,0.00391187313202702,,0.16087886585604197,0.0005697100919186358,0.0005501967282440888,0.0020986931345160597,0.0601491567536344,0.023341987416904186,
,0.0009083898427417593,,,,0.004812958363769273,,,0.020661628015779837,0.028753120351617943,0.012708218175193655,,,0.5515863346962016,,,0.00998330813612571,0.05225649343898462,,,0.0510608540502606,,0.043268533663079284,0.015222966173343526,0.0009227586264456174,0.009277720006463779,0.02374232843009505,0.039794438612515665,
,0.0009721146769104115,,,,0.0009847870735991255,,,0.0011845251410125422,0.019760553205885188,0.0005010182956922755,,,0.6620370682219406,,,0.0025744070847987673,0.04473871913099194,,,0.005072214593255102,,0.01791312462435147,0.008985413847117256,0.0035198244799951365,0.001203856745571847,0.016076412084042046,0.010006012402768934,
,0.006096228867666379,,,0.0007875288277821149,0.0029200926498876103,,,0.01501682040821227,0.001979863710426925,0.009191728848196577,,0.02038002603918464,0.20544910222804905,,0.0018104904065662504,0.0009236346962434454,0.05581947384086713,,0.004535694418582219,0.04933459808701019,,0.03311053329271398,0.09933835317251431,,0.0023996583843137894,0.18295472273371635,,
,0.0036614767583360796,,,0.0007797536570464643,0.00197595699117373,,,0.008869405815089423,0.014485454326374131,0.04815711527566871,,0.01777298228605027,0.2928948762391631,,0.0006824616801191314,0.0073518757664671995,0.07544385691974019,,0.00048712097530546867,0.0008256777056655379,,0.019020709828868193,0.11297496684991415,,0.0005393209173522483,0.008177891843551648,,
,0.001362472024047497,,,0.000692809998856968,0.0054850946309254025,,,0.06939015752224477,0.009262220964245253,0.008655096652086264,,0.06905616559555418,0.22821140527045014,,0.0005453794452375156,0.00460846414979291,0.035043555331363795,,0.0005477476316929008,0.002608340593944303,,0.021944276663837903,0.0355533584680216,,0.010813975532115218,0.20160411714924723,,
,0.014260238423055502,,,0.0007841510570412156,0.0026870845627634337,,,0.047001422079829894,0.054018886228247354,0.0030324265970604887,,0.017076894355915886,0.42153205114625963,,0.0005276244011664315,0.028783999055061998,0.025577922295493546,,0.0058185737127351075,0.0005662612717281882,,0.010609865993066863,0.013423607775347644,,0.02582911905644862,0.1515814287475518,,
,0.0005986974963608319,,,0.004153033397414221,0.0007438303505886747,,,0.02947474109070669,0.0004908429118981151,0.0008993792096101158,,0.06937055505244462,0.33248317814806394,,0.0008958832513940845,0.009960422394289676,0.026298170371958047,,0.07498998178881944,0.0005302176245619966,,0.022949454306029845,0.031054682450112243,,0.011671774663785026,0.23718377715729572,,
,0.000642644363223,,,,0.0354211542861859,,,0.01796940543298078,0.07425209022389971,0.010321542960253241,,,0.47027874009945514,,,0.0006486887893204831,0.04522946093232871,,,0.013008383687581166,,0.24041339286690785,0.0469314734381489,0.006059344957371869,0.0029547607613442713,0.007133897341168042,0.0033151971953320034,
,0.004644172766703602,,,,0.026777126097700832,,,0.0725774738007184,0.051150003469045434,0.013358984829453267,,,0.15662113498076827,,,0.0005174494060447646,0.20042855460168668,,,0.013484857398443652,,0.03483700536840253,0.008457773559325116,0.0009061263172623419,0.01522475573371175,0.03243874245391093,0.021992138921154484,
,0.0025929392420585996,,,,0.005266844746655497,,,0.015781342640368914,0.09019587125140861,0.025741866859810787,,,0.15899305488174462,,,0.01332060157958113,0.23191807576777781,,,0.02672957380724798,,0.04750401143409651,0.04051057500144526,0.00119132637319304,0.0005147257058901502,0.035863852088567016,0.013940295977446011,
,0.010058526952235256,,,,0.019431253224355644,,,0.018350256661006602,0.0848265302759071,0.02759479996399477,,,0.3398561411820891,,,0.002839905408397729,0.1413677759290416,,,0.017854721572418655,,0.017706191093952484,0.09912660882494057,0.0005573026472797117,0.009219121064595348,0.02407853551434154,0.03158369373960862,
,0.0041655693289956485,,,,0.0006733115047191385,,,0.036362661070452704,0.03796141275314311,0.012512681199315034,,,0.5361436800293448,,,0.0022792037141086655,0.13771511400741845,,,0.007244639279628285,,0.00898549733114265,0.015753635661136016,0.021619682543142456,0.007889634141035239,0.02087804473777609,0.06628600746428294,
